"School ID","School Name","Type","Authority","Gender","Regional Council","TA with Auckland Local Board","From","To","Number of changes"
1369,"Mayfield School (Auckland)","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1370,"Meadowbank School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Orakei",2000,2017,1
1371,"Mellons Bay School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1372,"Mercer School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1373,"Meremere School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1375,"Milford School (Auckland)","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Devonport-Takapuna",2000,2017,1
1376,"Monte Cecilia School (Mt Roskill)","Full Primary","State: Integrated","Co-Ed","Auckland Region","Auckland- Puketapapa",2000,2017,1
1378,"Mt Eden Normal School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1379,"Mt Richmond School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1380,"Mountain View School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1381,"Mt Albert School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1382,"Mt Carmel School (Meadowbank)","Contributing","State: Integrated","Co-Ed","Auckland Region","Auckland- Orakei",2000,2017,1
1383,"Mt Roskill Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Puketapapa",2000,2017,1
1384,"Mt Roskill Primary School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Puketapapa",2000,2017,1
1385,"Mulberry Grove School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Great Barrier",2000,2017,1
1386,"Murrays Bay Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2017,1
1387,"Murrays Bay School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2017,1
1388,"Macleans Primary School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1389,"New Lynn School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Whau",2000,2017,1
1390,"New Windsor School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Whau",2000,2017,1
1391,"Newmarket School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitemata",2000,2017,1
1392,"Newton Central School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitemata",2000,2017,1
1393,"Nga Iwi School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1394,"Northcote Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Kaipatiki",2000,2017,1
1395,"Northcote School (Auckland)","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Kaipatiki",2000,2017,1
1396,"Northcross Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2017,1
1397,"Oaklynn Special School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Whau",2000,2017,1
1398,"Okiwi School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Great Barrier",2000,2017,1
1399,"Onehunga Primary School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2017,1
1400,"Onepoto School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Kaipatiki",2000,2017,1
1401,"Opaheke School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1402,"Orakei School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Orakei",2000,2017,1
1403,"Oranga School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2017,1
1404,"Oratia School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitakere Ranges",2000,2017,1
1405,"Orere School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1406,"Orewa North School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2005,2017,2
1406,"Orewa North School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2004,2
1407,"Orewa School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2005,2017,2
1407,"Orewa School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2004,2
1408,"Otahuhu Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1409,"Otahuhu School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1410,"Otaua School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1411,"Our Lady Sacred Heart School (Epsom)","Full Primary","State: Integrated","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1412,"Owairaka District School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1413,"Owairoa Primary School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1414,"Paerata School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1415,"Pakuranga Health Camp School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2011,1
1416,"Pakuranga Heights School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1417,"Pakuranga Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1418,"Panama Road School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2017,1
1419,"Panmure Bridge School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2011,2
1419,"Panmure Bridge School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2012,2017,2
1420,"Panmure District School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2017,1
1421,"Papakura Central School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1422,"Papakura Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1423,"Papakura Normal School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1424,"Kereru Park Campus","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2002,2
1424,"Kereru Park Campus","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2003,2017,2
1425,"Paparimu School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1426,"Papatoetoe Central School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1427,"Papatoetoe East School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1428,"Papatoetoe Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1429,"Papatoetoe North School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1430,"Papatoetoe South School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1431,"Papatoetoe West School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1432,"Parakai School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Rodney",2000,2017,1
1433,"Ridgeview School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Upper Harbour",2000,2017,1
1434,"Park Estate School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1435,"Parkside School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1436,"Parnell School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitemata",2000,2017,1
1437,"Pasadena Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1438,"Patumahoe Primary School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1439,"Pigeon Mountain School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1440,"Pt Chevalier School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1441,"Pt England School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2009,2
1441,"Pt England School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2010,2017,2
1442,"Pokeno School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1443,"Pollok School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2005,1
1444,"Pomaria Road School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2000,2017,1
1445,"Ponsonby Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitemata",2000,2017,1
1446,"Ponsonby Primary School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitemata",2000,2017,1
1447,"Prospect School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitakere Ranges",2000,2017,1
1448,"Puhinui School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1449,"Pukekawa School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1450,"Pukekohe East School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1451,"Pukekohe Hill School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1452,"Pukekohe Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1453,"Pukekohe North School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1454,"Pukeoware School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1455,"Puni School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1456,"Ramarama School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1457,"Rangeview Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2000,2017,1
1458,"Ranui School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2000,2017,1
1459,"Redhill School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1460,"Redoubt North School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2006,2
1460,"Redoubt North School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2007,2017,2
1461,"Remuera Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Orakei",2000,2017,1
1462,"Remuera School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Orakei",2000,2017,1
1463,"Richmond Road School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Waitemata",2000,2017,1
1464,"Riverhead School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Rodney",2000,2017,1
1465,"Riverhills School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1466,"Riverina School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1467,"Robertson Road School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1468,"Rongomai School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Otara-Papatoetoe",2000,2017,1
1469,"Manukau View Contributing School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2000,2003,1
1470,"Roscommon School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2000,2017,1
1471,"Rosebank School (Auckland)","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Whau",2000,2017,1
1472,"Rosehill School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1473,"Rosehill Intermediate","Intermediate","State: Not integrated","Co-Ed","Auckland Region","Auckland- Papakura",2000,2017,1
1474,"Rowandale School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2000,2017,1
1475,"Royal Oak School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Puketapapa",2000,2017,1
1476,"Royal Road School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2000,2017,1
1477,"Ruapotaka School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2011,2
1477,"Ruapotaka School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2012,2017,2
1478,"Rutherford School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2000,2017,1
1479,"Sandspit Road School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2000,2017,1
1480,"Shelly Park School","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Howick",2000,2017,1
1481,"Sherwood School (Auckland)","Contributing","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2017,1
1482,"Silverdale School","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2000,2017,1
1483,"Sir Keith Park School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Mangere-Otahuhu",2000,2017,1
1484,"Sommerville School","Special School","State: Not integrated","Co-Ed","Auckland Region","Auckland- Maungakiekie-Tamaki",2000,2017,1
1486,"St Anne's Catholic School (Manurewa)","Full Primary","State: Integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2000,2017,1
1487,"St Dominic's Catholic School (Blockhouse Bay)","Full Primary","State: Integrated","Co-Ed","Auckland Region","Auckland- Whau",2000,2017,1
